xml_id	lemma	definition	source_siglum	source_id	cross_refs
lex.ushishulesi	უშიშულესი	უფრო შიშველი	ი. ა.	abuladze1973	შიშუელი|შიშუველი
lex.ushoresi	უშორესი	უფრო შორი, ადრე	ი. ა.	abuladze1973	შორი
lex.ushreti	უშრეტი	უვსებელი, უქრობელი	ი. ა.	abuladze1973	შრეტა
lex.ushromelad	უშრომელად	გაურჯელად, შრომის გარეშე	ი. ა.	abuladze1973	შურომა|შრომა
lex.ushtekavani	უშტეკავანი	საომარი მძიმე იარაღია, ქვის სატყორცნი (?)	სხ.	misc	
lex.ushuenieresi	უშუენიერესი	ულამაზესი	ი. ა.	abuladze1973	შუენება|შუენიერი
lex.ushuereba	უშუერება	სარცხუენელი, საძაგელება, სიმახინჯე	ი. ა.	abuladze1973	დაუშუერება|უშუერი
lex.ushueri	უშუერი	ჯერკუალი, უშნო, ულამაზო; უადგილო; უშვერი	ი. ა.	abuladze1973	დაუშუერება|უშუერება|უუშუერესი
lex.ushurveli	უშურველი	შურის გარეშე; დაურიდ ებელი, დაუზოგავი	ი. ა.	abuladze1973	შური
lex.ushurveloba	უშურველობა	სიუხვე	ი. ი.	imnaishvili	
lex.ushpotveli	უშფოთველი	შფოთის, არეულების გარეშე, მშვიდი	ი. ა.	abuladze1973	უშფოთველობა|შფოთი|შფოთსა ყოფა
lex.ushpotveloba	უშფოთველობა	სიმშვიდე	ი. ა.	abuladze1973	უშფოთველი
lex.ushjuloeba_usjuloeba_urchuloeba	უშჯულოება, უსჯულოება, ურჩულოება	უღმრთოება, უკანონობა, უსამართლობა, უშჯულოქმნა, უმსახურებლობა	ი. ა.	abuladze1973	ურჩულოება|ურჩულო|უსჯულოება|უსჯულო
lex.ushenebeli_2	უშჱნებელი	უმკჳდრო	ი. ა.	abuladze1973	შჱნება|შენება|უშენებელი
lex.usheni_usheni	უშჱნი, უშენი	დაუსახლებელი, ოჴერი, ცარიელი, უსოფლო, უსავანო	ი. ა.	abuladze1973	შჱნი|შენი
lex.uchino	უჩინო	გამოუჩინებელი, უცნობი, შეუმჩნეველი, დაკარგული, უჩინარი	ი. ა.	abuladze1973	ჩინება
lex.uchino_qopa	უჩინო-ყოფა	მოსრვა	ი. ა.	abuladze1973	ჩინება
lex.uchinosaqmneli	უჩინოსაქმნელი	ასაოხრებელი, გასანადგურებელი	სხ.	misc	
lex.uchueveli	უჩუეველი	უჩვეულო; შეუჩვეველი, მოუშინაურებელი, გაუწვრთნელი	ი. ა.	abuladze1973	ჩუევა
lex.uchuknoba	უჩუკნობა	უმწიკვლობა	ქ. ც.	kartlis_tskhovreba	
lex.uchcho	უჩჩო	უჩვილო, ურბილო; არა ჩვილი, არა რბილი, ე. ი. მაგარი, უხეში (ტანსაცმელი)	ი. ი.	imnaishvili	
lex.uchkhuli	უჩხული		ი. ა.	abuladze1973	ურჩხული|უჩხული
lex.utsalo	უცალო	მოუცლელი, დაკავებული, გართული	ი. ა.	abuladze1973	უცალოება|ცლა|ცალება
lex.utsaloeba	უცალოება	გართობა, მეცადინეობა, შრომა, გარჯა, მოცალება, მოუცლელობა	ი. ა.	abuladze1973	უცალო
lex.utsbad	უცბად		ი. ა.	abuladze1973	უცები
lex.utsbeba_utsboba	უცბება, უცბობა	უმეცრება, უვიცობა	ი. ა.	abuladze1973	უცები
lex.utsebi	უცები	უვიცი, უმეცარი	ი. ა.	abuladze1973	სიუცბე|ცებ-|უცბება|უცბობა|უცბად
lex.utsvalebeli	უცვალებელი	შეუცვლელი	ი. ა.	abuladze1973	ცვალება
lex.utsili	უცილი	დაუცილებელი სროლა	სხ.	misc	
lex.utsilobeli	უცილობელი	აუცილებელი, უეჭველი	ი. ა.	abuladze1973	ცილობა
lex.utsnauri	უცნაური	უცნობი, უგუნური, უმნიშვნელო, გამოუჩინებელი	ი. ა.	abuladze1973	
lex.utsneba	უცნება	სიცბილი, ფანტაზია, მოჩვენება, ზმანება. ჩუენება	ი. ა.	abuladze1973	მაუცარი
lex.utsnobeli	უცნობელი	უგუნური, უგრძნობელი	ი. ა.	abuladze1973	ცნობა|უცნობელობა|უცნობელება
lex.utsnobeloba_utsnobeleba	უცნობელობა, უცნობელება	უგუნურება, უმეცრება, უცოდინარობა	ი. ა.	abuladze1973	უცნობელი
lex.utsnobo	უცნობო	უგუნური, უმეცარი	ი. ა.	abuladze1973	ცნობა
lex.utsnoboba	უცნობობა	უგუნურება	ი. ა.	abuladze1973	
lex.utsodveli	უცოდველი		ი. ა.	abuladze1973	ცოდვა
lex.utsodveloba	უცოდველობა		ი. ა.	abuladze1973	ცოდვა
lex.utsolo	უცოლო		ი. ა.	abuladze1973	ცოლი
lex.utsomo	უცომო	უფუველი	ი. ა.	abuladze1973	უცომოება|ცომი
lex.utsomoeba	უცომოება	ბალარჯობა, პასქა	ი. ა.	abuladze1973	უცომო
lex.utsoni	უცონი	დაუზარებელი	ი. ა.	abuladze1973	ცონა
lex.utsonilad	უცონილად	დაუყოვნებლივ, მოუწყინებლად	ი. ა.	abuladze1973	ცონა
lex.utsuni	უცუნი	(Colchicum speciosum) ბოლქვიანი მცენარეა შროშანისებრთა ოჯახისა	სხ.	misc	
lex.utskho	უცხო	სტუმარი, გარეული, გარეშე, სხვა; გაგდებული	ი. ა.	abuladze1973	განმაუცხოებელი|განუცხოვება|განუცხებული|გაუცხებული|ენაუცხო|უცხოება|უცხოვება
lex.utskho_tesli	უცხო-თესლი	უცხო-ტომი, სხუანათესავი, ბარბაროსი	ი. ა.	abuladze1973	თესლი
lex.utskho_natesavi	უცხო-ნათესავი	ბარბაროსი	ი. ა.	abuladze1973	ნათესავი|ნათესავით შარავანდედთანი
lex.utskho_tomi	უცხო-ტომი	უცხო-თესლი, ბარბაროსი	ი. ა.	abuladze1973	ტომი
lex.utskho_qmna	უცხო-ქმნა	განუცხოვება	ი. ა.	abuladze1973	ქმნა
lex.utskho_qmnuli	უცხო-ქმნული	რაჲმესაგან ჩამოშორებული, ჩამოცილებული, გაგდებული, თუ განდევნილი	ი. ი.	imnaishvili	
lex.utskho_khma	უცხო-ჴმა		ი. ა.	abuladze1973	ჴმა
lex.utskhoeba_utskhoveba	უცხოება, უცხოვება	უცხოთ-მოყვარება, უცხოობაში (სხვა ქვეყანაში) ყოფნა	ი. ა.	abuladze1973	უცხო
lex.utskhot_moquare	უცხოთ-მოყუარე	მოყუარე	ი. ა.	abuladze1973	მოყუარე
lex.utskhot_moquareba	უცხოთ-მოყუარება		ი. ა.	abuladze1973	მოყუარება
lex.utskhot_shetsqnareba	უცხოთ-შეწყნარება		ი. ა.	abuladze1973	შეწყნარება
lex.utskhota_sidzulili	უცხოთა-სიძულილი		ი. ა.	abuladze1973	სიძულილი
lex.udzeebi	უძეები	უხამსი, უვარგისი	ი. ა.	abuladze1973	
lex.udzili	უძილი	უძილო, ფხიზელი	ი. ა.	abuladze1973	უძილობა|უძილება|ძილი
lex.udziloba_udzileba	უძილობა, უძილება	მღვიძარება, სიფხიზლე	ი. ა.	abuladze1973	უძილი
lex.udziro	უძირო	ძირის არმქონე, აღმოფხვრილი	ი. ა.	abuladze1973	ძირი
lex.udzleb_qmna	უძლებ ქმნა	დაორსულება	სხ.	misc	
lex.udzlebi	უძლები	ფეხმძიმე, ორსული	ი. ა.	abuladze1973	დაუძლებება
lex.udzleveli	უძლეველი	მოურევნელი	ი. ა.	abuladze1973	მიძლევა|უძლეველობა|ძლეული|ძლევა
lex.udzleveloba	უძლეველობა	მოურევნელობა	ი. ა.	abuladze1973	უძლეველი
lex.udzliere_udzlieresi_udzlieresi	უძლიერე, უძლიერესი, უძლიერჱსი	უფრო ძლიერი	ი. ა.	abuladze1973	ძალი|ძლიერი|ძრიელი
lex.udzlureba_udzruleba	უძლურება, უძრულება	ძლეულება, სნეულება, შეუძლებლობა	ი. ა.	abuladze1973	დაუძლურება|მოუძლურებული|უძლური
lex.udzluri	უძლური	დაუძლურებული, უძალო, შეუძლო, შეუძლებელი, ვერშემძლებელი, სნეული, ღარიბი	ი. ა.	abuladze1973	უუძლურესი|უძლურება|უძრულება|ძალი
lex.udznele_udznelesi	უძნელე, უძნელჱსი	უფრო ძნელი	ი. ა.	abuladze1973	ძნელი
lex.udzn	უძნ–		ი. ა.	abuladze1973	ძნ-
lex.udzravi	უძრავი	დაუძვრელი, მყარი	ი. ა.	abuladze1973	ძრვა
lex.udzghebeba	უძღებება	უწესრიგობა, გაუმაძღრობა, ავმუცლობა, სიხარბე	ი. ა.	abuladze1973	უძღები
lex.udzghebi	უძღები	ურცხვი, უწესო, ხარბი, გაუმაძღარი	ი. ა.	abuladze1973	უძღებება|ძღომა
lex.udzviresi_udzviresi	უძჳრესი, უძჳრჱსი	უბოროტესი, უფიცხლესი, უარესი	ი. ა.	abuladze1973	ძჳრი
lex.utsamebelad	უწამებელად	მოწმობის/დასტურის გარეშე	ი. ა.	abuladze1973	წამება
lex.utsereli	უწერელი	დაუწერელი, წერილის/წიგნის გარეშე	ი. ა.	abuladze1973	წერილი ხატისა
lex.utseso	უწესო	ურიგო, უსამართლო, უსჯულო, უკანონო	ი. ა.	abuladze1973	უწესო(ვ)ება|წესისაებრ|წესი
lex.utsesoeba	უწესო(ვ)ება	ურიგობა, უსამართლობა, უკანონობა. ურიგოდ ქცევა	ი. ა.	abuladze1973	უწესო
lex.utsesuri	უწესური	უწესოდ დაყენებული	ქ. ც.	kartlis_tskhovreba	
lex.utsigno	უწიგნო	წიგნის, წერა-კითხვის უცოდინარი	ი. ა.	abuladze1973	წიგნი
lex.utsina	უწინა	პირველი	ი. ა.	abuladze1973	წინა
lex.utsinares	უწინარეს	წინაჲსწარ, პირველ, უპირველესად; პირველად	ი. ა.	abuladze1973	წინა
lex.utsinaresi_mamai	უწინარესი მამაჲ	პაპა	ი. ა.	abuladze1973	წინა
lex.utsiravi	უწირავი	ვინც წირვა არ იცის (ე. ი. არაქრისტიანი)	ი. ი.	imnaishvili	
lex.utsirveli	უწირველი		ი. ა.	abuladze1973	წირვა
lex.utsitsveli	უწიწველი	მოურიდებელი	ი. ა.	abuladze1973	წიწვა
lex.utsmide_utsmidesi	უწმიდე, უწმიდჱსი	უწმინდესი	ი. ი.	imnaishvili	
lex.utsmidesi	უწმიდჱსი	უფრო წმიდა, სუფთა	ი. ა.	abuladze1973	წმიდა
lex.utsodebelad	უწოდებელად	მოწოდების, დაძახების გარეშე, დაუძახებლად	ი. ა.	abuladze1973	წოდება
lex.utsrpelo	უწრფელო	უსწორო	ი. ა.	abuladze1973	წრფელი
lex.utsuimroeba_utsuimreba	უწუიმროება, უწუიმრება	უწვიმობა, წვიმის არმოსვლა, გვალვა	ი. ი.	imnaishvili	
lex.utsulilesi	უწულილესი	უწვრილესი, უწმინდესი	ი. ა.	abuladze1973	წულილი|წურილი|მწულილი
lex.utsurteli	უწურთელი	გაუწვრთნელი	ი. ა.	abuladze1973	წურთა
lex.utsq	უწყ-	ცოდნა, ზედმიწევნულობა, ცნობა, გულისჴმის-ყოფა	ი. ა.	abuladze1973	
lex.utsqalo	უწყალო	შეუბრალებელი, ულმობელი, უმოწყალო	ი. ა.	abuladze1973	უწყალოება|წყალობა
lex.utsqaloeba	უწყალოება	შეუბრალებლობა	ი. ა.	abuladze1973	უწყალო|წყალობა
lex.utsqeba	უწყება	თხრობა, ისტორია, შეტყობა, ცნობება, გაგებინება, შეტყობინება. მოსწავება, რწმუნება, შეტყობინება, მხილება	ი. ა.	abuladze1973	მიუწყება|მიმოუწყება|მაუწყებელი|თანა-უწყება
lex.utsqebuli	უწყებული	შეტყობინებული, ცნობილი	ი. ა.	abuladze1973	თანა-უწყება|მაუწყებელი|მიმოუწყება|მიუწყება
lex.utsqino	უწყინო	უშურველი	ი. ა.	abuladze1973	წყენა
lex.utsqinod	უწყინოდ	მოუწყინებლად	ი. ი.	imnaishvili	
lex.utsqltuesi	უწყლტუესი		ი. ა.	abuladze1973	წყლტუ|წყრტუ
lex.utsvimari	უწჳმარი	წვიმამოუსვლელი	ი. ა.	abuladze1973	წჳმა|წუმა
lex.utsvimebeli	უწჳმებელი	წვიმით ურწყველი	ი. ა.	abuladze1973	წჳმება
lex.utsvimroeba	უწჳმროება	გუალვა	ი. ა.	abuladze1973	წჳმება|წჳმა|წუმა
lex.uchabukesi	უჭაბუკესი	უფრო ჭაბუკი	ი. ა.	abuladze1973	ჭაბუკი|ჭაპუკი
lex.uchami	უჭამი	საჭმელად უვარგისი	სხ.	misc	
lex.ucheshmaritesad_re	უჭეშმარიტჱსად-რე	უფრო ზედმიწევნით	ი. ა.	abuladze1973	ჭეშმარიტად
lex.uchirvelad	უჭირველად	შეუწუხებლად, ადვილად	ი. ა.	abuladze1973	ჭირვეული
lex.uchmeba	უჭმება	უჭმელობა	ი. ა.	abuladze1973	ჭამა
lex.uchmeli	უჭმელი	მარხული	ი. ა.	abuladze1973	ჭამა
lex.uchuvari	უჭუვარი	მწუხარების გარეშე	ი. ა.	abuladze1973	ჭუვილი|ჭუილი
lex.uchurveli	უჭურველი		ი. ა.	abuladze1973	ჭურვა
lex.ukharko	უხარკო	ხარკის გარეშე	ი. ა.	abuladze1973	ხარკი
lex.ukhilaveba	უხილავება	უხედველობა	ი. ა.	abuladze1973	უხილავი
lex.ukhilavi	უხილავი	დაუნახავი, უჩინარი	ი. ა.	abuladze1973	უხილავება|ხილვა
lex.ukhorshako	უხორშაკო	უსიცხო, არა ცხელი	ი. ი.	imnaishvili	
lex.ukhrtsneleba	უხრწნელება	გაუფუჭებლობა, წაუმხდარობა	ი. ა.	abuladze1973	უჴრწნელება
lex.ukhrtsneli_ukhrtsneli	უხრწნელი, უჴრწნელი	გაუფუჭებელი, წაუმხდარი	ი. ა.	abuladze1973	ხრწნა
lex.ukhu	უხუ	უხვი	ი. ა.	abuladze1973	უხუება
lex.ukhuavi	უხუავი		ი. ა.	abuladze1973	თუალუხუავი
lex.ukhuaishnoi	უხუაიშნოჲ	უწმეო, შეუბრალებელი	სხ.	misc	
lex.ukhueba	უხუება	სიუხვე	ი. ა.	abuladze1973	უხუ
lex.ukhuebit	უხუებით	უხვად, გულუხვად, სიუხვით	ი. ი.	imnaishvili	
lex.ukhuedro	უხუედრო	ურგები	სხ.	misc	
lex.ukhuechad	უხუეჭად		ი. ა.	abuladze1973	ხუეჭა
lex.ukhutse_ukhutsesi_ukhutsesi	უხუცე, უხუცესი, უხუცჱსი	უფროსი, უხნესი, მოხუცებული	ი. ა.	abuladze1973	მეგანძურთა-უხუცესი|მოხუცებული|უხუცესობა|ხუცესი
lex.ukhutsesoba	უხუცესობა	უფროსობა	ი. ა.	abuladze1973	უხუცე|უხუცესი|უხუცჱსი
lex.ukhchneba	უხჭნება		ი. ა.	abuladze1973	ოხჭნება|უხჭნება
lex.ukhvi_ukhu	უხჳ; –უხუ	უხვი; უხუად	ი. ი.	imnaishvili	
lex.ujerebuloba	უჯერებულობა	დაუჯერებლობა, დაურწმუნებლობა	ი. ი.	imnaishvili	
lex.ujeresi	უჯერესი	ჯერკუალი, უვარგისი	ი. ა.	abuladze1973	ჯერი
lex.ujero	უჯერო	უღირსი, შეუფერებელი, უმსგავსი, ურიგო, უგულისჴმო	ი. ა.	abuladze1973	ჯერი
lex.ujmnelad	უჯმნელად	განუშორებლად, განუწყვეტლივ	ი. ი.	imnaishvili	
lex.uhamovnesi	უჰამოვნესი	უფრო საამო, უფრო სასიამოვნო	ი. ი.	imnaishvili	
lex.uhamravi	უჰამრავი		ი. ა.	abuladze1973	აღუჰამრავი
lex.ukhamlo	უჴამლო	ფეხშიშველი	ი. ა.	abuladze1973	ჴამლი
lex.ukhamuri	უჴამური	ფეხშიშველი	ი. ა.	abuladze1973	ჴამლი
lex.ukhduri	უჴდური	რძის ნაწარმი, საურწყო (ყველი, ხაჭო, ერბო, კარაქი და სხვ.)	ა. შ.	shanidze1971	
lex.ukhelo	უჴელო	ერთჴელი	ი. ა.	abuladze1973	ჴელი
lex.ukhmareba	უჴმარება	უვარგისობა, უსარგე ბლობა	ი. ა.	abuladze1973	უჴმარი
lex.ukhmari	უჴმარი	გაუმოსადეგარი, უვარგისი; უსარგებლო	ი. ა.	abuladze1973	ჴმარება|სიუჴმარე|უუჴმიერესი|უჴმარება
lex.ukhmo	უჴმო	უსიტყვო	ი. ა.	abuladze1973	ჴმა
lex.ukhmobeli_ukhmebeli	უჴმობელი, უჴმებელი	უხმო, ხმაამოუღებელი	ი. ა.	abuladze1973	ჴმობა
lex.ukhms	უჴმს		ი. ა.	abuladze1973	ჴამ-
lex.ukhnavi	უჴნავი	შეუმზრალი; დაუხნავი	ი. ა.	abuladze1973	ჴნვა
lex.ukhortso	უჴორცო	უსხეულო; ანგელოზი	ი. ა.	abuladze1973	ჴორცი|ჴორცი და სისხლი ქრისტესი
lex.ukhrtsneleba_2	უჴრწნელება		ი. ა.	abuladze1973	უხრწნელება
lex.ukhsenebeli	უჴსენებელი		ი. ა.	abuladze1973	ძჳრუჴსენებელი
lex.ukhsenebloba	უჴსენებლობა		ი. ა.	abuladze1973	ძჳრუჴსენებლობა
lex.padashahi	ფადაშაჰი	მეფე	ქ. ც.	kartlis_tskhovreba	
lex.patilai	ფათილაჲ	სასმელი რამ წამალი (საბა)	ზ. ს.	sarjveladze1995	
lex.pakeli	ფაკელი	ფილონი	ი. ა.	abuladze1973	
lex.pakiuli	ფაკიული	ორარი	სხ.	misc	
lex.pakti	ფაკტი	გაკეთებული; ფაქტი	ზ. ს.	sarjveladze1995	
lex.paktori	ფაკტორი	ნაქმნარი	ზ. ს.	sarjveladze1995	
lex.palangai	ფალანგაჲ	შუბოსანი; ქვეითი ჯარი ან მხედრობა	ზ. ს.	sarjveladze1995	
lex.palangi	ფალანგი	ნაბდის სახლი (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.paleni	ფალენი	(ἡ φάλαινα) ვეშაპი	სხ.	misc	
lex.palkidioni	ფალკიდიონი	ჯალათის ცელი	ზ. ს.	sarjveladze1995	
lex.pamoi	ფამოჲ	ცილისმწამებლური წერილი	ზ. ს.	sarjveladze1995	
lex.panaki	ფანაკი	ფინიკი	ი. ა.	abuladze1973	
lex.pandaki	ფანდაკი	ქოშის მაღალი ქუსლი. მაშიისა და მოგვის მაღალი ქუსლი (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.panduri	ფანდური		ი. ა.	abuladze1973	მეფანდურე
lex.panchaturi	ფანჩატური	ფოთლის დერეფანი (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.panjanobati	ფანჯანობათი	საკრავი, რომელიც წინ მიუძღოდა მეფეთა და სულტანთა კორტეჟს	ქ. ც.	kartlis_tskhovreba	
lex.panjiaki	ფანჯიაკი	მეხუთედი	ქ. ც.	kartlis_tskhovreba	
lex.par_2	ფარ	ქართული ანბნის 23-ე ასო, რიცხვითი მნიშვნელობა - 500	ი. ა.	abuladze1973	
lex.paragi	ფარაგი	წელთ სარტყამი ჯიბიანი ჩასადებელი (საბა)	ზ. ს.	sarjveladze1995	
lex.parao	ფარაო	ფარაონი	ი. ა.	abuladze1973	
lex.paraozi	ფარაოზი	საგუშაგო შუქურა	ზ. ს.	sarjveladze1995	
lex.parashi	ფარაში	შინამოსამსახურე	სხ.	misc	
lex.pargaliti	ფარგალიტი	ფრანგელიტი, ტაძრისმსახური	ი. ა.	abuladze1973	
lex.parezi	ფარეზი	გათიშვა	ზ. ს.	sarjveladze1995	
lex.pareshi	ფარეში	შინა მოსამსახურე (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.parva_2	ფარვა	მალვა, გრილობა, დაცვა	ი. ა.	abuladze1973	დამფარველი|დაფარულად|დაფარვა|დაფარულებაჲ|მიფარვა|მფარველი|პირის-საფარველი|საფარველი|ფარული|შეფარვა
lex.parto	ფართო	ვრცელი	ი. ა.	abuladze1973	განფართება|გაფართება|სიფართოე|სიფართე|ფართოება
lex.partoeba	ფართოება	სივრცე; სიწყნარე, მოსვენება	ი. ა.	abuladze1973	ფართო
lex.pari_2	ფარი	თორნე	ი. ა.	abuladze1973	გუთუფარი|ფაროსანი
lex.parileba	ფარილება		ი. ა.	abuladze1973	შეფარილება
lex.pariseveli	ფარისეველი	თარგმანი	ი. ა.	abuladze1973	
lex.parisevelni	ფარისეველნი	ძველ ებრაელთა რელიგიური მიმართულება, რომლის მიმდევრებიც გარეგნულად, მოჩვენებით, ფორმალურად ასრულებდნენ საეკლესიო წესებს, სინამდვილეში კი ყოველდღიურად არღვევდნენ მათ, სრულიად საწინააღმდეგოს			
lex.parmani	ფარმანი	ბრძანება	ქ. ც.	kartlis_tskhovreba	
lex.parosani	ფაროსანი	ფარის მატარებელი	ი. ა.	abuladze1973	ფარი
lex.parsakhi	ფარსახი		ი. ა.	abuladze1973	ფრასახი|ფარსახი
lex.partena	ფარტენა	მატყლის ფთილა	ი. ა.	abuladze1973	
lex.paruli_2	ფარული	მალული, საიდუმლო; იდუმალ	ი. ა.	abuladze1973	ფარვა
lex.parghali	ფარღალი	ძვირფასი მასალისაგან ასხმული საყელო, მანიაკი	სხ.	misc	
lex.pargheli	ფარღელი	(ფარღლისა) გარემოსადებელი, ყელსაბამი	ი. ა.	abuladze1973	
lex.parghuli	ფარღული	ასხმული ყელსაბამი	ი. ი.	imnaishvili	
lex.parshamagi_parshamangi	ფარშამაგი, ფარშამანგი	ფარშავანგი, pavo	ი. ა.	abuladze1973	
lex.pas_qopa	ფას-ყოფა	დაფასება	ი. ა.	abuladze1973	ყოფა
lex.pasdaudebeli	ფასდაუდებელი	დიდი ფასისა	ი. ა.	abuladze1973	
lex.pasebuli	ფასებული	ღირებული	ი. ა.	abuladze1973	
lex.paseki	ფასეკი	(φασέκ) პასექი	სხ.	misc	
lex.pasi	ფასი	სასყიდელი, საჴმარი, საფასე, საუნჯე, მამონა	ი. ა.	abuladze1973	დიდფასი|მეფასე|ფასიერი|საფასე
lex.pasieri	ფასიერი	ქონების პატრონი	ი. ა.	abuladze1973	ფასი
lex.pasis_satsavi	ფასის-საცავი	ფასის შესაწირავი, სახლი საფასისაჲ, ხაზინა	ი. ა.	abuladze1973	საცავი
lex.pasis_shesatsiravi	ფასის-შესაწირავი	ფასის-საცავი, ხაზინა, სალარო	ი. ა.	abuladze1973	შესაწირავი
lex.paskiari	ფასკიარი	მქსოველი	ზ. ს.	sarjveladze1995	
lex.patari	ფატარი	დამპალი	ი. ა.	abuladze1973	დაფატრებული|უფატრჲსი
lex.paqli_panqli	ფაქლი, ფანქლი	ქეცი	ი. ა.	abuladze1973	
lex.pasha	ფაშა	ათაბაგი			ათაბაგი
lex.pashunieri_pushnieri	ფაშუნიერი, ფუშნიერი	სკორე	ი. ა.	abuladze1973	ფუშნიერი
lex.pachunieri	ფაჩუნიერი	თმიანი, ბალნიანი	ი. ა.	abuladze1973	ფერჴფაჩუნიერი
lex.patseri	ფაცერი	თევზის მახე	ქ. ც.	kartlis_tskhovreba	
lex.patsala	ფაწალა	ტყირპი (საბა), ელენთა	სხ.	misc	
lex.pebervali	ფებერვალი	თებერვალი	ი. ი.	imnaishvili	
lex.peteba	ფეთება		ი. ა.	abuladze1973	განფეთება
lex.petqa	ფეთქა		ი. ა.	abuladze1973	საფეთქელი
lex.pelakoni	ფელაკონი	ლოდის სასროლი მანქანა (დ. ბაქრაძე)	ქ. ც.	kartlis_tskhovreba	
lex.pena	ფენა		ი. ა.	abuladze1973	განფენა|გარდაფენა|დაფენა|მარმარინოფენილი|მიმოდაფენა|მიმოფენა|მიფენა|მომფენელი|მოფენა
lex.perad_peradi	ფერად-ფერადი	ნაირ-ნაირი, სხვადასხვა, მრავალგვარი	ი. ა.	abuladze1973	ფერი
lex.perdi	ფერდი		ი. ა.	abuladze1973	ნესტუფერდი
lex.pereba	ფერება	ფეროვნება	ი. ა.	abuladze1973	თითოფერება|ფერი
lex.pereziki	ფერეზიკი	წვრილმანით მოვაჭრე	ი. ა.	abuladze1973	
lex.peri_2	ფერი	საღებავი; სახე, ხატი; გვარი, ნაირი	ი. ა.	abuladze1973	ენდროჲს-ფერი|თითოფერი|თჳთოფერი|თითოფერება|კაცის-ფერი|მეწამულის-ფერი|მრავალფერი|მრავალფერობა|ოქრო(ჲს)-ფერი
lex.peristsvaleba	ფერისცვალება	საუფლო დღე სასწაული (6 აგვისტო ძვ. სტ.)	ი. ა.	abuladze1973	ცვალება
lex.peroba	ფერობა		ი. ა.	abuladze1973	მრავალფერობა|ფერი
lex.perovani	ფეროვანი		ი. ა.	abuladze1973	ფერი|ცის-ფეროვანი
lex.pertskhali	ფერცხალი	გუერდი, გვერდის წიბო	ი. ა.	abuladze1973	
lex.perkht_pasi	ფერჴთ ფასი	სადმე გაგზავნის, მივლინების საფასური	სხ.	misc	
lex.perkht_shesaskhmeli	ფერჴთ-შესასხმელი	ფეხსაცმელი	ი. ა.	abuladze1973	შესასხმელი
lex.perkht_shesatsmeli	ფერჴთ-შესაცმელი	ფეხსაცმელი	ი. ა.	abuladze1973	შესაცუმელი
lex.perkhi	ფერჴი	ტერფი	ი. ა.	abuladze1973	მრავალფერჴი|ოთხფერჴი|საბრჴე|საფრჴე|საფრჴე|უფერჴო|ფრჴივ|ფრჴით|ფერჴითი
lex.perkhiti	ფერჴითი	ფეხის მხარე	ი. ა.	abuladze1973	ფერჴი
lex.perkhis_dapqroba	ფერჴის-დაპყრობა	დადგომა	ი. ა.	abuladze1973	დაპყრობა
lex.perkhis_satsemeli	ფერჴის-საცემელი	ჩასაწიხლავი	ი. ა.	abuladze1973	საცემელი
lex.perkhis_tsema	ფერჴის-ცემა	გათელვა, დათრგუნვა გინა განწიხნვა (საბა), მოცხრომამოც 	ი. ა.	abuladze1973	ცემა|ცემა თავსა თჳსსა
lex.perkhis_tsartsema	ფერჴის-წარცემა	ბრკუმა	ი. ა.	abuladze1973	წარცემა|წაცემა
lex.perkhmatqieri	ფერჴმატყიერი	ფერჴფაჩუნიერი; ბანჯგვლიანი	ი. ა.	abuladze1973	მატყიერი|მატყლიერი
lex.perkhmravali	ფერჴმრავალი	მრავალფეხა	ი. ა.	abuladze1973	მრავალი|მრავლითა ჟამითგან
lex.perkhulqmniloba	ფერჴულქმნილობა	დაბრკოლება	სხ.	misc	
lex.perkhpachunieri	ფერჴფაჩუნიერი	ფერჴმა ტყიერი, ბანჯგვლიანი	ი. ა.	abuladze1973	ფაჩუნიერი
lex.pesangi	ფესანგი	ჭრელფრანი, ჭრელი	ი. ა.	abuladze1973	
lex.pesu	ფესუ	კიდე	ი. ა.	abuladze1973	ფესუედი
lex.pesuedi	ფესუედი		ი. ა.	abuladze1973	ფესუ
lex.pesvi_pesui	ფესჳ, –ფესუი	ტანისამოსის ქვედა ნაწილი, კალთა	ი. ი.	imnaishvili	
lex.petvi	ფეტჳ	ფეტვი, milium	ი. ა.	abuladze1973	
lex.peshueba_pueshueba	ფეშუება, ფუეშუება	ხელის ფათური, ცაცუნი, შეხება; ძიება	ი. ა.	abuladze1973	მიმოფეშუება|ფუეშუება
lex.peshqashi	ფეშქაში	ძღვენი	ქ. ც.	kartlis_tskhovreba	
lex.peshkhueni_peshkhuemi	ფეშხუენი, ფეშხუემი	(ფეშხუნისა) ლანკლა, საზიარებელი ჭურჭელი ბარძიმთან ერთად, დისკო	ი. ა.	abuladze1973	
lex.piali	ფიალი	თასი, ვარცლი, ტაშტი	ი. ა.	abuladze1973	
lex.piveba	ფივება	ტყება, დაკაწრვა, ხოკა	ი. ა.	abuladze1973	
lex.pilakavani	ფილაკავანი	ციხეთა კედლების სანგრევი სასროლი იარაღი	ქ. ც.	kartlis_tskhovreba	
lex.pilenji	ფილენჯი	დამბლა	ქ. ც.	kartlis_tskhovreba	
